,PartNumber,Inductance,SubCkt
3612,XGL1060-103,10uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1060-103;* Inductance = 10uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1060-103_sat port1 port2 PARAMS: Cpar=18.4pF Ind=10uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.0161;+ C= {Cpar};+ K1=0.000001;+ K2=1.29;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=9.9072E-06;+ Is=33.1808;+ a=0.7152;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=4246.00558;.ends XGL1060-103_sat
3615,XGL1313-152,1.5uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-152;* Inductance = 1.5uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-152_imp port1 port2 PARAMS: Cpar=20pF Ind=1.5uH;X1 port1 port2 Model1D PARAMS:;+ R1=5;+ R2=0.001;+ C= {Cpar};+ K1=0.000001;+ K2=0.14;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=718.496787;.ends XGL1313-152_imp
3616,XGL1313-222,2.2uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-222;* Inductance = 2.2uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-222_imp port1 port2 PARAMS: Cpar=22pF Ind=2.2uH;X1 port1 port2 Model1D PARAMS:;+ R1=6;+ R2=0.0014;+ C= {Cpar};+ K1=0.000001;+ K2=0.21;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=947.312061;.ends XGL1313-222_imp
3617,XGL1313-332,3.3uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-332;* Inductance = 3.3uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-332_sat port1 port2 PARAMS: Cpar=21pF Ind=3.3uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.002;+ C= {Cpar};+ K1=0.000001;+ K2=0.34;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=3.5867E-06;+ Is=79.3653;+ a=0.7673;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1419.45051;.ends XGL1313-332_sat
3618,XGL1313-472,4.7uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-472;* Inductance = 4.7uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-472_sat port1 port2 PARAMS: Cpar=23pF Ind=4.7uH;X1 port1 port2 Model1C PARAMS:;+ R1=4;+ R2=0.0025;+ C= {Cpar};+ K1=0.000001;+ K2=0.44;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=4.586E-06;+ Is=65.9595;+ a=0.788;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1665.33207;.ends XGL1313-472_sat
3619,XGL1313-682,6.8uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-682;* Inductance = 6.8uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-75MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-682_sat port1 port2 PARAMS: Cpar=27pF Ind=6.8uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.0038;+ C= {Cpar};+ K1=0.00016;+ K2=0.67;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=7.2589E-06;+ Is=49.664;+ a=0.8057;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=2185.68436;.ends XGL1313-682_sat
3620,XGL1313-822,8.2uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-822;* Inductance = 8.2uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-50MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-822_sat port1 port2 PARAMS: Cpar=23pF Ind=8.2uH;X1 port1 port2 Model1C PARAMS:;+ R1=4;+ R2=0.0044;+ C= {Cpar};+ K1=0.00012;+ K2=0.76;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=8.1731E-06;+ Is=48.4354;+ a=0.7938;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=2507.05086;.ends XGL1313-822_sat
3621,XGL1313-103,10uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-103;* Inductance = 10uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-50MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-103_sat port1 port2 PARAMS: Cpar=24pF Ind=10uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.0055;+ C= {Cpar};+ K1=0.00008;+ K2=1.01;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=1.0237E-05;+ Is=44.2156;+ a=0.7932;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=3110.25957;.ends XGL1313-103_sat
3622,XGL1313-153,15uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-153;* Inductance = 15uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-50MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-153_sat port1 port2 PARAMS: Cpar=27pF Ind=15uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.008;+ C= {Cpar};+ K1=0.000001;+ K2=1.45;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=1.4941E-05;+ Is=34.7127;+ a=0.7805;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=3905.62949;.ends XGL1313-153_sat
3623,XGL1313-223,22uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-223;* Inductance = 22uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-25MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-223_sat port1 port2 PARAMS: Cpar=25pF Ind=22uH;X1 port1 port2 Model1C PARAMS:;+ R1=7;+ R2=0.0116;+ C= {Cpar};+ K1=0.000001;+ K2=2.05;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=2.2314E-05;+ Is=30.1467;+ a=0.7877;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=5122.72126;.ends XGL1313-223_sat
3624,XGL1313-333,33uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-333;* Inductance = 33uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-25MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-333_sat port1 port2 PARAMS: Cpar=25pF Ind=33uH;X1 port1 port2 Model1C PARAMS:;+ R1=8;+ R2=0.0183;+ C= {Cpar};+ K1=0.000001;+ K2=3.08;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=3.4466E-05;+ Is=22.148;+ a=0.8077;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=6944.93612;.ends XGL1313-333_sat
3625,XGL1313-473,47uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL1313-473;* Inductance = 47uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-25MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL1313-473_sat port1 port2 PARAMS: Cpar=23pF Ind=47uH;X1 port1 port2 Model1C PARAMS:;+ R1=8;+ R2=0.0265;+ C= {Cpar};+ K1=0.000001;+ K2=3.82;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=4.78E-05;+ Is=18.4767;+ a=0.808;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=8136.83405;.ends XGL1313-473_sat
3629,XGL3512-820,82nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-820;* Inductance = 82nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-750MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-820_sat port1 port2 PARAMS: Cpar=2.6pF Ind=0.082uH;X1 port1 port2 Model1C PARAMS:;+ R1=10;+ R2=0.0033;+ C= {Cpar};+ K1=0.000001;+ K2=0.014;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=8.4E-08;+ Is=41.44;+ a=0.6473;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=240.158433;.ends XGL3512-820_sat
3630,XGL3512-900,90nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-900;* Inductance = 90nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-750MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-900_sat port1 port2 PARAMS: Cpar=2.5pF Ind=0.09uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.0038;+ C= {Cpar};+ K1=0.000001;+ K2=0.0143;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=9.17E-08;+ Is=38.1014;+ a=0.6627;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=250.967399;.ends XGL3512-900_sat
3631,XGL3512-101,100nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-101;* Inductance = 100nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-600MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-101_sat port1 port2 PARAMS: Cpar=2.56pF Ind=0.1uH;X1 port1 port2 Model1C PARAMS:;+ R1=12;+ R2=0.004;+ C= {Cpar};+ K1=0.000001;+ K2=0.0154;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=9.76E-08;+ Is=34.2871;+ a=0.6831;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=252.033933;.ends XGL3512-101_sat
3632,XGL3512-201,200nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-201;* Inductance = 200nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-500MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-201_sat port1 port2 PARAMS: Cpar=3.088pF Ind=0.2uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.0073;+ C= {Cpar};+ K1=0.000001;+ K2=0.032;+ K3= {Ind};+ K4=0.00014;+ K5=0.000001;+ L=2.106E-07;+ Is=23.4232;+ a=0.671;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=436.779364;.ends XGL3512-201_sat
3633,XGL3512-331,330nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-331;* Inductance = 330nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-500MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-331_sat port1 port2 PARAMS: Cpar=4.1pF Ind=0.33uH;X1 port1 port2 Model1C PARAMS:;+ R1=8;+ R2=0.0125;+ C= {Cpar};+ K1=0.000001;+ K2=0.053;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=3.534E-07;+ Is=18.0501;+ a=0.6699;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=583.963156;.ends XGL3512-331_sat
3634,XGL3512-401,400nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-401;* Inductance = 400nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-400MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-401_sat port1 port2 PARAMS: Cpar=3.8pF Ind=0.4uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.0142;+ C= {Cpar};+ K1=0.000001;+ K2=0.0556;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=3.969E-07;+ Is=15.6587;+ a=0.7005;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=609.745424;.ends XGL3512-401_sat
3635,XGL3512-521,520nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-521;* Inductance = 520nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-400MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-521_sat port1 port2 PARAMS: Cpar=4pF Ind=0.52uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.0179;+ C= {Cpar};+ K1=0.000001;+ K2=0.082;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=5.305E-07;+ Is=14.7514;+ a=0.6718;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=833.750694;.ends XGL3512-521_sat
3636,XGL3512-621,620nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-621;* Inductance = 620nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-400MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-621_sat port1 port2 PARAMS: Cpar=4.3pF Ind=0.62uH;X1 port1 port2 Model1C PARAMS:;+ R1=5;+ R2=0.0238;+ C= {Cpar};+ K1=0.000001;+ K2=0.088;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=6.26E-07;+ Is=12.465;+ a=0.7029;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=843.386058;.ends XGL3512-621_sat
3637,XGL3512-821,820nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-821;* Inductance = 820nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-400MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-821_sat port1 port2 PARAMS: Cpar=3.86pF Ind=0.82uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.0282;+ C= {Cpar};+ K1=0.000001;+ K2=0.124;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=8.284E-07;+ Is=11.2934;+ a=0.6912;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1135.1944;.ends XGL3512-821_sat
3638,XGL3512-102,1uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : XGL3512-102;* Inductance = 1uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-400MHz;*   Ambient Temperature = 25 degC;*   Inductor Saturation Model;*   Use model for Time Domain simulations;*======================================================================;.subckt XGL3512-102_sat port1 port2 PARAMS: Cpar=4.45pF Ind=1uH;X1 port1 port2 Model1C PARAMS:;+ R1=6;+ R2=0.0322;+ C= {Cpar};+ K1=0.000001;+ K2=0.147;+ K3= {Ind};+ K4=0.000001;+ K5=0.000001;+ L=9.897E-07;+ Is=10.6559;+ a=0.6528;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1234.72884;.ends XGL3512-102_sat
